country,president,year,mentions
Brazil,Jimmy Carter,1979,14
Brazil,Jimmy Carter,1980,9
Brazil,John F. Kennedy,1961,15
Brazil,John F. Kennedy,1962,38
Brazil,John F. Kennedy,1963,18
Brazil,"Joseph R. Biden, Jr.",2021,14
Brazil,"Joseph R. Biden, Jr.",2022,21
Brazil,"Joseph R. Biden, Jr.",2023,52
Brazil,"Joseph R. Biden, Jr.",2024,5
Brazil,Lyndon B. Johnson,1964,14
Brazil,Lyndon B. Johnson,1965,2
Brazil,Lyndon B. Johnson,1966,6
Brazil,Lyndon B. Johnson,1967,3
Brazil,Lyndon B. Johnson,1968,4
Brazil,Richard Nixon,1969,2
Brazil,Richard Nixon,1970,1
Brazil,Richard Nixon,1971,25
Brazil,Richard Nixon,1973,3
Brazil,Richard Nixon,1974,10
Brazil,Ronald Reagan,1982,78
Brazil,Ronald Reagan,1983,3
Brazil,Ronald Reagan,1985,6
Brazil,Ronald Reagan,1986,37
Brazil,Ronald Reagan,1987,4
Brazil,Ronald Reagan,1988,1
Brazil,Ulysses S. Grant,1870,1
Brazil,Warren G. Harding,1923,1
Brazil,William J. Clinton,1993,1
Brazil,William J. Clinton,1994,13
Brazil,William J. Clinton,1995,40
Brazil,William J. Clinton,1997,162
Brazil,William J. Clinton,1998,19
Brazil,William J. Clinton,1999,25
Brazil,William J. Clinton,2000,13
Brazil,Woodrow Wilson,1919,3
Bulgaria,Barack Obama,2012,16
Bulgaria,Barack Obama,2013,1
Bulgaria,Barack Obama,2015,1
Bulgaria,Barack Obama,2016,1
Bulgaria,Donald J. Trump (1st Term),2017,1
Bulgaria,Donald J. Trump (1st Term),2018,1
Bulgaria,Donald J. Trump (1st Term),2019,12
Bulgaria,Dwight D. Eisenhower,1954,1
Bulgaria,Franklin D. Roosevelt,1939,1
Bulgaria,Franklin D. Roosevelt,1941,1
Bulgaria,Franklin D. Roosevelt,1942,1
Bulgaria,George Bush,1989,2
Bulgaria,George Bush,1990,6
Bulgaria,George Bush,1991,5
Bulgaria,George Bush,1992,6
Bulgaria,George W. Bush,2001,1
Bulgaria,George W. Bush,2002,3
Bulgaria,George W. Bush,2003,3
Bulgaria,George W. Bush,2004,5
Bulgaria,George W. Bush,2005,9
Bulgaria,George W. Bush,2006,4
Bulgaria,George W. Bush,2007,55
Bulgaria,George W. Bush,2008,11
Bulgaria,Herbert Hoover,1929,1
Bulgaria,Herbert Hoover,1932,2
Bulgaria,"Joseph R. Biden, Jr.",2022,5
Bulgaria,"Joseph R. Biden, Jr.",2023,1
Bulgaria,"Joseph R. Biden, Jr.",2024,1
Bulgaria,Lyndon B. Johnson,1965,1
Bulgaria,Lyndon B. Johnson,1966,2
Bulgaria,Lyndon B. Johnson,1967,2
Bulgaria,Ronald Reagan,1985,4
Bulgaria,Ronald Reagan,1986,2
Bulgaria,Ronald Reagan,1987,1
Bulgaria,Ronald Reagan,1988,2
Bulgaria,William J. Clinton,1993,1
Bulgaria,William J. Clinton,1994,1
Bulgaria,William J. Clinton,1996,1
Bulgaria,William J. Clinton,1997,2
Bulgaria,William J. Clinton,1998,3
Bulgaria,William J. Clinton,1999,55
Bulgaria,William J. Clinton,2000,3
Bulgaria,Woodrow Wilson,1917,3
Bulgaria,Woodrow Wilson,1919,6
Burkina Faso,George W. Bush,2006,1
Burkina Faso,George W. Bush,2008,2
Burkina Faso,Ronald Reagan,1985,1
Burundi,Barack Obama,2013,2
Burundi,Barack Obama,2014,1
Burundi,Barack Obama,2015,2
Burundi,Barack Obama,2016,1
Burundi,Donald J. Trump (1st Term),2019,2
Burundi,Donald J. Trump (2nd Term),2025,4
Burundi,George Bush,1990,1
Burundi,George W. Bush,2001,1
Burundi,George W. Bush,2002,1
Burundi,George W. Bush,2003,3
Burundi,George W. Bush,2005,1
Burundi,George W. Bush,2008,2
Burundi,William J. Clinton,1994,9
Burundi,William J. Clinton,1995,8
Burundi,William J. Clinton,1996,36
Burundi,William J. Clinton,1997,10
Burundi,William J. Clinton,1998,1
Burundi,William J. Clinton,1999,3
Burundi,William J. Clinton,2000,28
Cambodia,Barack Obama,2009,1
Cambodia,Barack Obama,2011,1
Cambodia,Barack Obama,2012,4
Cambodia,Barack Obama,2013,1
Cambodia,Barack Obama,2014,4
Cambodia,Barack Obama,2015,8
Cambodia,Barack Obama,2016,8
Cambodia,Donald J. Trump (1st Term),2018,1
Cambodia,Donald J. Trump (2nd Term),2025,70
Cambodia,Donald J. Trump (2nd Term),2026,5
Cambodia,Dwight D. Eisenhower,1953,1
Cambodia,Dwight D. Eisenhower,1954,5
Cambodia,Dwight D. Eisenhower,1961,1
Cambodia,George Bush,1989,21
Cambodia,George Bush,1990,11
Cambodia,George Bush,1991,9
Cambodia,George Bush,1992,20
Cambodia,George W. Bush,2002,1
Cambodia,George W. Bush,2003,1
Cambodia,George W. Bush,2004,2
Cambodia,George W. Bush,2005,1
Cambodia,George W. Bush,2007,6
Cambodia,George W. Bush,2008,1
Cambodia,Gerald R. Ford,1974,1
Cambodia,Gerald R. Ford,1975,58
Cambodia,Gerald R. Ford,1976,8
Cambodia,Jimmy Carter,1976,2
Cambodia,Jimmy Carter,1977,15
Cambodia,Jimmy Carter,1978,1
Cambodia,Jimmy Carter,1979,27
Cambodia,Jimmy Carter,1980,7
Cambodia,John F. Kennedy,1961,5
Cambodia,John F. Kennedy,1962,9
Cambodia,John F. Kennedy,1963,4
Cambodia,"Joseph R. Biden, Jr.",2022,6
Cambodia,"Joseph R. Biden, Jr.",2023,4
Cambodia,Lyndon B. Johnson,1965,1
Cambodia,Lyndon B. Johnson,1966,4
Cambodia,Lyndon B. Johnson,1967,4
Cambodia,Lyndon B. Johnson,1968,5
Cambodia,Lyndon B. Johnson,1969,1
Cambodia,Richard Nixon,1969,3
Cambodia,Richard Nixon,1970,117
Cambodia,Richard Nixon,1971,80
Cambodia,Richard Nixon,1972,10
Cambodia,Richard Nixon,1973,23
Cambodia,Richard Nixon,1974,1
Cambodia,Ronald Reagan,1981,1
Cambodia,Ronald Reagan,1982,3
Cambodia,Ronald Reagan,1983,4
Cambodia,Ronald Reagan,1984,5
Cambodia,Ronald Reagan,1985,24
Cambodia,Ronald Reagan,1986,27
Cambodia,Ronald Reagan,1987,17
Cambodia,Ronald Reagan,1988,35
Cambodia,Ronald Reagan,1989,1
Cambodia,William J. Clinton,1993,19
Cambodia,William J. Clinton,1994,2
Cambodia,William J. Clinton,1995,6
Cambodia,William J. Clinton,1996,12
Cambodia,William J. Clinton,1997,9
Cambodia,William J. Clinton,1998,3
Cambodia,William J. Clinton,1999,1
Cambodia,William J. Clinton,2000,2
Cameroon,Barack Obama,2014,2
Cameroon,Barack Obama,2015,1
Cameroon,Donald J. Trump (1st Term),2019,1
Cameroon,Donald J. Trump (2nd Term),2025,1
Cameroon,Ronald Reagan,1987,1
Cameroon,Ronald Reagan,1988,1
Cameroon,William J. Clinton,1999,1
Cameroon,William J. Clinton,2000,1
Canada,Barack Obama,2009,133
Canada,Barack Obama,2010,14
Canada,Barack Obama,2011,53
Canada,Barack Obama,2012,44
Canada,Barack Obama,2013,16
Canada,Barack Obama,2014,48
Canada,Barack Obama,2015,32
Canada,Barack Obama,2016,140
Canada,Barack Obama,2017,1
Canada,Calvin Coolidge,1923,2
Canada,Calvin Coolidge,1924,2
Canada,Calvin Coolidge,1925,3
Canada,Calvin Coolidge,1926,2
Canada,Calvin Coolidge,1927,1
Canada,Calvin Coolidge,1928,4
Canada,Donald J. Trump (1st Term),2017,105
Canada,Donald J. Trump (1st Term),2018,394
Canada,Donald J. Trump (1st Term),2019,197
Canada,Donald J. Trump (1st Term),2020,262
Canada,Donald J. Trump (1st Term),2021,2
Canada,Donald J. Trump (2nd Term),2025,678
Canada,Donald J. Trump (2nd Term),2026,1
Canada,Dwight D. Eisenhower,1953,23
Canada,Dwight D. Eisenhower,1954,9
Canada,Dwight D. Eisenhower,1955,2
Canada,Dwight D. Eisenhower,1956,2
Canada,Dwight D. Eisenhower,1957,11
Canada,Dwight D. Eisenhower,1958,32
Canada,Dwight D. Eisenhower,1959,11
Canada,Dwight D. Eisenhower,1960,11
Canada,Dwight D. Eisenhower,1961,1
Canada,Franklin D. Roosevelt,1933,4
Canada,Franklin D. Roosevelt,1934,9
Canada,Franklin D. Roosevelt,1935,14
Canada,Franklin D. Roosevelt,1936,17
Canada,Franklin D. Roosevelt,1937,3
Canada,Franklin D. Roosevelt,1938,12
Canada,Franklin D. Roosevelt,1939,3
Canada,Franklin D. Roosevelt,1940,12
Canada,Franklin D. Roosevelt,1941,9
Canada,Franklin D. Roosevelt,1942,4
Canada,Franklin D. Roosevelt,1943,12
Canada,Franklin D. Roosevelt,1944,9
Canada,Franklin D. Roosevelt,1945,3
Canada,George Bush,1989,86
Canada,George Bush,1990,89
Canada,George Bush,1991,104
Canada,George Bush,1992,141
Canada,George Bush,1993,10
Canada,George W. Bush,2001,85
Canada,George W. Bush,2002,48
Canada,George W. Bush,2003,11
Canada,George W. Bush,2004,125
Canada,George W. Bush,2005,35
Canada,George W. Bush,2006,92
Canada,George W. Bush,2007,44
Canada,George W. Bush,2008,59
Canada,George W. Bush,2016,1
Canada,Gerald R. Ford,1974,7
Canada,Gerald R. Ford,1975,18
Canada,Gerald R. Ford,1976,16
Canada,Gerald R. Ford,1977,1
Canada,Herbert Hoover,1929,2
Canada,Herbert Hoover,1930,6
Canada,Herbert Hoover,1931,4
Canada,Herbert Hoover,1932,6
Canada,Jimmy Carter,1977,82
Canada,Jimmy Carter,1978,31
Canada,Jimmy Carter,1979,48
Canada,Jimmy Carter,1980,28
Canada,Jimmy Carter,1981,1
Canada,John F. Kennedy,1961,39
Canada,John F. Kennedy,1962,17
Canada,John F. Kennedy,1963,30
Canada,"Joseph R. Biden, Jr.",2020,1
Canada,"Joseph R. Biden, Jr.",2021,43
Canada,"Joseph R. Biden, Jr.",2022,31
Canada,"Joseph R. Biden, Jr.",2023,153
Canada,"Joseph R. Biden, Jr.",2024,21
Canada,"Joseph R. Biden, Jr.",2025,1
Canada,Lyndon B. Johnson,1963,4
Canada,Lyndon B. Johnson,1964,39
Canada,Lyndon B. Johnson,1965,9
Canada,Lyndon B. Johnson,1966,12
Canada,Lyndon B. Johnson,1967,14
Canada,Lyndon B. Johnson,1968,6
Canada,Richard Nixon,1969,25
Canada,Richard Nixon,1970,16
Canada,Richard Nixon,1971,8
Canada,Richard Nixon,1972,51
Canada,Richard Nixon,1973,6
Canada,Richard Nixon,1974,1
Canada,Ronald Reagan,1981,66
Canada,Ronald Reagan,1982,22
Canada,Ronald Reagan,1983,19
Canada,Ronald Reagan,1984,24
Canada,Ronald Reagan,1985,63
Canada,Ronald Reagan,1986,45
Canada,Ronald Reagan,1987,79
Canada,Ronald Reagan,1988,119
Canada,Ronald Reagan,1989,1
Canada,Theodore Roosevelt,1902,2
Canada,Theodore Roosevelt,1903,2
Canada,Theodore Roosevelt,1905,2
Canada,Warren G. Harding,1921,1
Canada,Warren G. Harding,1923,1
Canada,William Howard Taft,1909,13
Canada,William Howard Taft,1910,1
Canada,William Howard Taft,1911,32
Canada,William J. Clinton,1993,204
Canada,William J. Clinton,1994,64
Canada,William J. Clinton,1995,93
Canada,William J. Clinton,1996,27
Canada,William J. Clinton,1997,88
Canada,William J. Clinton,1998,25
Canada,William J. Clinton,1999,74
Canada,William J. Clinton,2000,58
Canada,William J. Clinton,2001,3
Canada,Woodrow Wilson,1916,3
Canada,Woodrow Wilson,1919,10
Cayman Islands,Donald J. Trump (1st Term),2020,1
Chad,Barack Obama,2010,2
Chad,Barack Obama,2014,2
Chad,Barack Obama,2016,2
Chad,Donald J. Trump (1st Term),2018,1
Chad,Donald J. Trump (1st Term),2019,3
Chad,Donald J. Trump (1st Term),2020,20
Chad,Donald J. Trump (2nd Term),2025,1
Chad,George Bush,1989,3
Chad,George Bush,1990,2
Chad,George W. Bush,2002,1
Chad,George W. Bush,2004,4
Chad,George W. Bush,2007,4
Chad,George W. Bush,2008,7
Chad,Jimmy Carter,1977,2
Chad,Jimmy Carter,1980,1
Chad,"Joseph R. Biden, Jr.",2023,2
Chad,Lyndon B. Johnson,1968,1
Chad,Ronald Reagan,1981,1
Chad,Ronald Reagan,1982,1
Chad,Ronald Reagan,1983,19
Chad,Ronald Reagan,1984,5
Chad,Ronald Reagan,1985,1
Chad,Ronald Reagan,1986,2
Chad,Ronald Reagan,1987,11
Chad,William J. Clinton,1997,1
Chile,Barack Obama,2009,31
Chile,Barack Obama,2010,8
Chile,Barack Obama,2011,89
Chile,Barack Obama,2012,2
Chile,Barack Obama,2013,17
Chile,Barack Obama,2014,14
Chile,Barack Obama,2015,5
Chile,Barack Obama,2016,9
Chile,Calvin Coolidge,1925,1
Chile,Calvin Coolidge,1926,6
Chile,Calvin Coolidge,1927,1
Chile,Calvin Coolidge,1928,1
Chile,Donald J. Trump (1st Term),2018,7
Chile,Donald J. Trump (1st Term),2019,21
Chile,Donald J. Trump (1st Term),2020,1
Chile,Donald J. Trump (2nd Term),2025,3
Chile,Donald J. Trump (2nd Term),2026,1
Chile,Dwight D. Eisenhower,1959,2
Chile,Dwight D. Eisenhower,1960,22
Chile,Franklin D. Roosevelt,1936,1
Chile,Franklin D. Roosevelt,1939,1
Chile,Franklin D. Roosevelt,1944,1
Chile,George Bush,1989,14
Chile,George Bush,1990,88
Chile,George Bush,1991,8
Chile,George Bush,1992,35
Chile,George W. Bush,2001,28
Chile,George W. Bush,2002,15
Chile,George W. Bush,2003,20
Chile,George W. Bush,2004,54
Chile,George W. Bush,2005,6
Chile,George W. Bush,2006,7
Chile,George W. Bush,2007,11
Chile,George W. Bush,2008,7
Chile,Gerald R. Ford,1974,1
Chile,Gerald R. Ford,1975,6
Chile,Gerald R. Ford,1976,7
Chile,Herbert Hoover,1928,7
Chile,Herbert Hoover,1929,2
Chile,Herbert Hoover,1930,2
Chile,Herbert Hoover,1931,1
Chile,Herbert Hoover,1932,1
Chile,Jimmy Carter,1977,19
Chile,Jimmy Carter,1978,4
Chile,Jimmy Carter,1979,2
Chile,Jimmy Carter,1980,1
Chile,John F. Kennedy,1961,2
Chile,John F. Kennedy,1962,16
Chile,John F. Kennedy,1963,4
Chile,"Joseph R. Biden, Jr.",2022,8
Chile,"Joseph R. Biden, Jr.",2023,4
Chile,Lyndon B. Johnson,1964,8
Chile,Lyndon B. Johnson,1965,1
Chile,Lyndon B. Johnson,1966,2
Chile,Lyndon B. Johnson,1968,2
Chile,Richard Nixon,1969,2
Chile,Richard Nixon,1971,15
Chile,Ronald Reagan,1983,2
Chile,Ronald Reagan,1984,2
Chile,Ronald Reagan,1985,3
Chile,Ronald Reagan,1986,7
Chile,Ronald Reagan,1988,4
Chile,Warren G. Harding,1923,2
Chile,William J. Clinton,1993,22
Chile,William J. Clinton,1994,16
Chile,William J. Clinton,1995,3
Chile,William J. Clinton,1996,1
Chile,William J. Clinton,1997,98
Chile,William J. Clinton,1998,69
Chile,William J. Clinton,1999,5
Chile,William J. Clinton,2000,3
Chile,William J. Clinton,2001,1
China,Barack Obama,2008,1
China,Barack Obama,2009,303
China,Barack Obama,2010,291
China,Barack Obama,2011,345
China,Barack Obama,2012,362
China,Barack Obama,2013,152
China,Barack Obama,2014,376
China,Barack Obama,2015,334
China,Barack Obama,2016,205
China,Barack Obama,2017,4
China,Calvin Coolidge,1924,6
China,Calvin Coolidge,1925,5
China,Calvin Coolidge,1926,6
China,Calvin Coolidge,1927,23
China,Calvin Coolidge,1928,5
China,Calvin Coolidge,1929,1
China,Donald J. Trump (1st Term),2016,3
China,Donald J. Trump (1st Term),2017,424
China,Donald J. Trump (1st Term),2018,1019
China,Donald J. Trump (1st Term),2019,2308
China,Donald J. Trump (1st Term),2020,2824
China,Donald J. Trump (1st Term),2021,54
China,Donald J. Trump (1st Term),2024,14
China,Donald J. Trump (2nd Term),2025,1748
China,Donald J. Trump (2nd Term),2026,44
China,Dwight D. Eisenhower,1953,13
China,Dwight D. Eisenhower,1954,19
China,Dwight D. Eisenhower,1955,14
China,Dwight D. Eisenhower,1956,8
China,Dwight D. Eisenhower,1957,17
China,Dwight D. Eisenhower,1958,18
China,Dwight D. Eisenhower,1959,15
China,Dwight D. Eisenhower,1960,17
China,Franklin D. Roosevelt,1937,2
China,Franklin D. Roosevelt,1938,5
China,Franklin D. Roosevelt,1939,3
China,Franklin D. Roosevelt,1940,1
China,Franklin D. Roosevelt,1941,29
China,Franklin D. Roosevelt,1942,28
China,Franklin D. Roosevelt,1943,59
China,Franklin D. Roosevelt,1944,14
China,Franklin D. Roosevelt,1945,4
China,George Bush,1989,272
China,George Bush,1990,142
China,George Bush,1991,104
China,George Bush,1992,41
China,George Bush,1993,1
China,George W. Bush,2001,143
China,George W. Bush,2002,186
China,George W. Bush,2003,80
China,George W. Bush,2004,115
China,George W. Bush,2005,326
China,George W. Bush,2006,259
China,George W. Bush,2007,186
China,George W. Bush,2008,272
China,George W. Bush,2009,4
China,Gerald R. Ford,1974,3
China,Gerald R. Ford,1975,34
China,Gerald R. Ford,1976,48
China,Herbert Hoover,1929,7
China,Herbert Hoover,1930,3
China,Herbert Hoover,1931,3
China,Herbert Hoover,1932,7
China,Jimmy Carter,1977,44
China,Jimmy Carter,1978,68
China,Jimmy Carter,1979,136
China,Jimmy Carter,1980,140
China,John F. Kennedy,1961,26
China,John F. Kennedy,1962,26
China,John F. Kennedy,1963,23
China,"Joseph R. Biden, Jr.",2020,6
China,"Joseph R. Biden, Jr.",2021,299
China,"Joseph R. Biden, Jr.",2022,242
China,"Joseph R. Biden, Jr.",2023,347
China,"Joseph R. Biden, Jr.",2024,159
China,"Joseph R. Biden, Jr.",2025,20
China,Lyndon B. Johnson,1964,28
China,Lyndon B. Johnson,1965,10
China,Lyndon B. Johnson,1966,51
China,Lyndon B. Johnson,1967,22
China,Lyndon B. Johnson,1968,2
China,Richard Nixon,1969,29
China,Richard Nixon,1970,13
China,Richard Nixon,1971,65
China,Richard Nixon,1972,67
China,Richard Nixon,1973,20
China,Richard Nixon,1974,15
China,Ronald Reagan,1981,13
China,Ronald Reagan,1982,4
China,Ronald Reagan,1983,28
China,Ronald Reagan,1984,284
China,Ronald Reagan,1985,22
China,Ronald Reagan,1986,5
China,Ronald Reagan,1987,13
China,Ronald Reagan,1988,27
China,Theodore Roosevelt,1902,2
China,Theodore Roosevelt,1903,2
China,Theodore Roosevelt,1905,13
China,Warren G. Harding,1922,6
China,Warren G. Harding,1923,5
China,William Howard Taft,1909,16
China,William Howard Taft,1910,2
China,William Howard Taft,1912,3
China,William J. Clinton,1993,128
China,William J. Clinton,1994,162
China,William J. Clinton,1995,55
China,William J. Clinton,1996,191
China,William J. Clinton,1997,455
China,William J. Clinton,1998,986
China,William J. Clinton,1999,495
China,William J. Clinton,2000,711
China,William J. Clinton,2001,5
China,William McKinley,1900,3
China,William McKinley,1901,2
China,Woodrow Wilson,1919,176
Colombia,Barack Obama,2009,41
Colombia,Barack Obama,2010,14
Colombia,Barack Obama,2011,45
Colombia,Barack Obama,2012,72
Colombia,Barack Obama,2013,24
Colombia,Barack Obama,2014,1
Colombia,Barack Obama,2015,11
Colombia,Barack Obama,2016,48
Colombia,Calvin Coolidge,1924,2
Colombia,Calvin Coolidge,1926,1
Colombia,Donald J. Trump (1st Term),2017,29
Colombia,Donald J. Trump (1st Term),2018,20
Colombia,Donald J. Trump (1st Term),2019,46
Colombia,Donald J. Trump (1st Term),2020,11
Colombia,Donald J. Trump (2nd Term),2025,70
Colombia,Donald J. Trump (2nd Term),2026,9
Colombia,Dwight D. Eisenhower,1955,2
Colombia,Dwight D. Eisenhower,1960,9
Colombia,Franklin D. Roosevelt,1934,5
Colombia,Franklin D. Roosevelt,1935,1
Colombia,Franklin D. Roosevelt,1941,1
Colombia,Franklin D. Roosevelt,1942,1
Colombia,Franklin D. Roosevelt,1944,1
Colombia,George Bush,1989,109
Colombia,George Bush,1990,45
Colombia,George Bush,1991,11
Colombia,George Bush,1992,14
Colombia,George W. Bush,2001,20
Colombia,George W. Bush,2002,42
Colombia,George W. Bush,2003,9
Colombia,George W. Bush,2004,38
Colombia,George W. Bush,2005,25
Colombia,George W. Bush,2006,14
Colombia,George W. Bush,2007,139
Colombia,George W. Bush,2008,378
Colombia,George W. Bush,2009,3
Colombia,Gerald R. Ford,1975,9
Colombia,Gerald R. Ford,1976,5
Colombia,Herbert Hoover,1929,1
Colombia,Herbert Hoover,1930,2
Colombia,Jimmy Carter,1977,17
Colombia,Jimmy Carter,1978,4
Colombia,Jimmy Carter,1979,2
Colombia,Jimmy Carter,1980,4
Colombia,John F. Kennedy,1961,12
Colombia,John F. Kennedy,1962,16
Colombia,John F. Kennedy,1963,8
Colombia,"Joseph R. Biden, Jr.",2022,24
Colombia,"Joseph R. Biden, Jr.",2023,10
Colombia,Lyndon B. Johnson,1964,6
Colombia,Lyndon B. Johnson,1968,1
Colombia,Richard Nixon,1969,7
Colombia,Richard Nixon,1970,1
Colombia,Richard Nixon,1971,1
Colombia,Richard Nixon,1973,1
Colombia,Ronald Reagan,1982,27
Colombia,Ronald Reagan,1983,5
Colombia,Ronald Reagan,1984,2
Colombia,Ronald Reagan,1985,11
Colombia,Ronald Reagan,1986,8
Colombia,Ronald Reagan,1987,3
Colombia,Ronald Reagan,1988,6
Colombia,Theodore Roosevelt,1903,2
Colombia,Warren G. Harding,1923,2
Colombia,William J. Clinton,1993,14
Colombia,William J. Clinton,1994,7
Colombia,William J. Clinton,1995,1
Colombia,William J. Clinton,1996,13
Colombia,William J. Clinton,1997,5
Colombia,William J. Clinton,1998,50
Colombia,William J. Clinton,1999,31
Colombia,William J. Clinton,2000,175
Comoros,George W. Bush,2007,1
Congo,Barack Obama,2009,5
Congo,Barack Obama,2010,1
Congo,Barack Obama,2011,1
Congo,Barack Obama,2012,1
Congo,Barack Obama,2013,21
Congo,Barack Obama,2014,1
Congo,Barack Obama,2016,10
Congo,Donald J. Trump (1st Term),2017,2
Congo,Donald J. Trump (1st Term),2020,6
Congo,Donald J. Trump (2nd Term),2025,137
Congo,Donald J. Trump (2nd Term),2026,4
Congo,Dwight D. Eisenhower,1960,22
Congo,George Bush,1990,4
Congo,George W. Bush,2001,1
Congo,George W. Bush,2002,1
Congo,George W. Bush,2003,9
Congo,George W. Bush,2004,1
Congo,George W. Bush,2005,5
Congo,George W. Bush,2006,10
Congo,George W. Bush,2007,3
Congo,George W. Bush,2008,9
Congo,George W. Bush,2009,1
Congo,Gerald R. Ford,1976,1
Congo,Jimmy Carter,1979,3
Congo,John F. Kennedy,1961,32
Congo,John F. Kennedy,1962,48
Congo,John F. Kennedy,1963,23
Congo,"Joseph R. Biden, Jr.",2021,3
Congo,"Joseph R. Biden, Jr.",2023,1
Congo,"Joseph R. Biden, Jr.",2024,6
Congo,Lyndon B. Johnson,1963,2
Congo,Lyndon B. Johnson,1964,23
Congo,Lyndon B. Johnson,1965,2
Congo,Lyndon B. Johnson,1966,2
Congo,Lyndon B. Johnson,1967,2
Congo,Lyndon B. Johnson,1968,2
Congo,Richard Nixon,1969,2
Congo,Richard Nixon,1970,12
Congo,Ronald Reagan,1985,2
Congo,William J. Clinton,1993,1
