state,abbr,president,year,mentions
Indiana,IN,George Bush,1991,3
Indiana,IN,George Bush,1992,3
Indiana,IN,George W. Bush,2001,5
Indiana,IN,George W. Bush,2002,23
Indiana,IN,George W. Bush,2003,15
Indiana,IN,George W. Bush,2004,9
Indiana,IN,George W. Bush,2005,21
Indiana,IN,George W. Bush,2006,25
Indiana,IN,George W. Bush,2007,15
Indiana,IN,George W. Bush,2008,4
Indiana,IN,Gerald R. Ford,1974,11
Indiana,IN,Gerald R. Ford,1975,12
Indiana,IN,Gerald R. Ford,1976,84
Indiana,IN,Herbert Hoover,1929,1
Indiana,IN,Herbert Hoover,1930,2
Indiana,IN,Herbert Hoover,1931,6
Indiana,IN,Herbert Hoover,1932,4
Indiana,IN,Jimmy Carter,1977,10
Indiana,IN,Jimmy Carter,1978,11
Indiana,IN,Jimmy Carter,1979,31
Indiana,IN,Jimmy Carter,1980,7
Indiana,IN,John F. Kennedy,1962,18
Indiana,IN,John F. Kennedy,1963,5
Indiana,IN,"Joseph R. Biden, Jr.",2021,4
Indiana,IN,"Joseph R. Biden, Jr.",2022,15
Indiana,IN,"Joseph R. Biden, Jr.",2023,2
Indiana,IN,"Joseph R. Biden, Jr.",2024,6
Indiana,IN,"Joseph R. Biden, Jr.",2025,1
Indiana,IN,Lyndon B. Johnson,1964,38
Indiana,IN,Lyndon B. Johnson,1965,5
Indiana,IN,Lyndon B. Johnson,1966,29
Indiana,IN,Lyndon B. Johnson,1967,1
Indiana,IN,Lyndon B. Johnson,1968,3
Indiana,IN,Richard Nixon,1970,53
Indiana,IN,Richard Nixon,1971,19
Indiana,IN,Richard Nixon,1972,3
Indiana,IN,Richard Nixon,1973,2
Indiana,IN,Richard Nixon,1974,1
Indiana,IN,Ronald Reagan,1981,2
Indiana,IN,Ronald Reagan,1982,21
Indiana,IN,Ronald Reagan,1983,10
Indiana,IN,Ronald Reagan,1984,5
Indiana,IN,Ronald Reagan,1985,6
Indiana,IN,Ronald Reagan,1986,10
Indiana,IN,Ronald Reagan,1987,30
Indiana,IN,Ronald Reagan,1988,12
Indiana,IN,Theodore Roosevelt,1902,1
Indiana,IN,Theodore Roosevelt,1903,1
Indiana,IN,Theodore Roosevelt,1907,2
Indiana,IN,Warren G. Harding,1922,1
Indiana,IN,William J. Clinton,1993,13
Indiana,IN,William J. Clinton,1994,8
Indiana,IN,William J. Clinton,1995,11
Indiana,IN,William J. Clinton,1996,21
Indiana,IN,William J. Clinton,1997,4
Indiana,IN,William J. Clinton,1998,3
Indiana,IN,William J. Clinton,1999,36
Indiana,IN,William J. Clinton,2000,37
Indiana,IN,William J. Clinton,2001,1
Iowa,IA,Barack Obama,2009,29
Iowa,IA,Barack Obama,2010,69
Iowa,IA,Barack Obama,2011,33
Iowa,IA,Barack Obama,2012,324
Iowa,IA,Barack Obama,2013,12
Iowa,IA,Barack Obama,2014,6
Iowa,IA,Barack Obama,2015,33
Iowa,IA,Barack Obama,2016,41
Iowa,IA,Barack Obama,2017,3
Iowa,IA,Calvin Coolidge,1925,2
Iowa,IA,Donald J. Trump (1st Term),2017,34
Iowa,IA,Donald J. Trump (1st Term),2018,91
Iowa,IA,Donald J. Trump (1st Term),2019,83
Iowa,IA,Donald J. Trump (1st Term),2020,217
Iowa,IA,Donald J. Trump (1st Term),2021,3
Iowa,IA,Donald J. Trump (2nd Term),2025,107
Iowa,IA,Donald J. Trump (2nd Term),2026,1
Iowa,IA,Dwight D. Eisenhower,1953,2
Iowa,IA,Dwight D. Eisenhower,1954,2
Iowa,IA,Dwight D. Eisenhower,1955,2
Iowa,IA,Dwight D. Eisenhower,1956,9
Iowa,IA,Dwight D. Eisenhower,1958,1
Iowa,IA,Dwight D. Eisenhower,1959,2
Iowa,IA,Franklin D. Roosevelt,1935,1
Iowa,IA,Franklin D. Roosevelt,1936,7
Iowa,IA,Franklin D. Roosevelt,1937,2
Iowa,IA,Franklin D. Roosevelt,1938,3
Iowa,IA,Franklin D. Roosevelt,1939,1
Iowa,IA,Franklin D. Roosevelt,1940,2
Iowa,IA,Franklin D. Roosevelt,1943,4
Iowa,IA,Franklin D. Roosevelt,1944,1
Iowa,IA,George Bush,1989,30
Iowa,IA,George Bush,1990,44
Iowa,IA,George Bush,1991,3
Iowa,IA,George Bush,1992,15
Iowa,IA,George W. Bush,2001,44
Iowa,IA,George W. Bush,2002,105
Iowa,IA,George W. Bush,2003,7
Iowa,IA,George W. Bush,2004,176
Iowa,IA,George W. Bush,2005,15
Iowa,IA,George W. Bush,2006,44
Iowa,IA,George W. Bush,2007,11
Iowa,IA,George W. Bush,2008,16
Iowa,IA,Gerald R. Ford,1974,35
Iowa,IA,Gerald R. Ford,1975,28
Iowa,IA,Gerald R. Ford,1976,20
Iowa,IA,Herbert Hoover,1929,1
Iowa,IA,Herbert Hoover,1930,1
Iowa,IA,Herbert Hoover,1931,1
Iowa,IA,Herbert Hoover,1932,5
Iowa,IA,Jimmy Carter,1977,19
Iowa,IA,Jimmy Carter,1978,14
Iowa,IA,Jimmy Carter,1979,102
Iowa,IA,Jimmy Carter,1980,30
Iowa,IA,John F. Kennedy,1961,1
Iowa,IA,John F. Kennedy,1963,1
Iowa,IA,"Joseph R. Biden, Jr.",2020,1
Iowa,IA,"Joseph R. Biden, Jr.",2021,13
Iowa,IA,"Joseph R. Biden, Jr.",2022,20
Iowa,IA,"Joseph R. Biden, Jr.",2023,7
Iowa,IA,"Joseph R. Biden, Jr.",2024,18
Iowa,IA,Lyndon B. Johnson,1964,17
Iowa,IA,Lyndon B. Johnson,1965,7
Iowa,IA,Lyndon B. Johnson,1966,16
Iowa,IA,Lyndon B. Johnson,1967,2
Iowa,IA,Lyndon B. Johnson,1968,4
Iowa,IA,Lyndon B. Johnson,1969,1
Iowa,IA,Richard Nixon,1969,3
Iowa,IA,Richard Nixon,1970,1
Iowa,IA,Richard Nixon,1971,18
Iowa,IA,Richard Nixon,1972,1
Iowa,IA,Richard Nixon,1973,3
Iowa,IA,Richard Nixon,1974,2
Iowa,IA,Ronald Reagan,1981,9
Iowa,IA,Ronald Reagan,1982,19
Iowa,IA,Ronald Reagan,1983,5
Iowa,IA,Ronald Reagan,1984,58
Iowa,IA,Ronald Reagan,1985,3
Iowa,IA,Ronald Reagan,1986,6
Iowa,IA,Ronald Reagan,1987,11
Iowa,IA,Ronald Reagan,1988,15
Iowa,IA,Theodore Roosevelt,1902,1
Iowa,IA,Theodore Roosevelt,1903,30
Iowa,IA,Theodore Roosevelt,1907,5
Iowa,IA,William Howard Taft,1909,3
Iowa,IA,William J. Clinton,1993,59
Iowa,IA,William J. Clinton,1994,49
Iowa,IA,William J. Clinton,1995,57
Iowa,IA,William J. Clinton,1996,87
Iowa,IA,William J. Clinton,1997,9
Iowa,IA,William J. Clinton,1998,16
Iowa,IA,William J. Clinton,1999,62
Iowa,IA,William J. Clinton,2000,27
Kansas,KS,Abraham Lincoln,1858,1
Kansas,KS,Barack Obama,2004,1
Kansas,KS,Barack Obama,2008,1
Kansas,KS,Barack Obama,2009,19
Kansas,KS,Barack Obama,2010,10
Kansas,KS,Barack Obama,2011,16
Kansas,KS,Barack Obama,2012,8
Kansas,KS,Barack Obama,2013,8
Kansas,KS,Barack Obama,2014,9
Kansas,KS,Barack Obama,2015,17
Kansas,KS,Barack Obama,2016,17
Kansas,KS,Barack Obama,2017,1
Kansas,KS,Calvin Coolidge,1926,2
Kansas,KS,Calvin Coolidge,1927,2
Kansas,KS,Donald J. Trump (1st Term),2016,1
Kansas,KS,Donald J. Trump (1st Term),2017,5
Kansas,KS,Donald J. Trump (1st Term),2018,49
Kansas,KS,Donald J. Trump (1st Term),2019,13
Kansas,KS,Donald J. Trump (1st Term),2020,12
Kansas,KS,Donald J. Trump (2nd Term),2025,6
Kansas,KS,Dwight D. Eisenhower,1953,9
Kansas,KS,Dwight D. Eisenhower,1954,12
Kansas,KS,Dwight D. Eisenhower,1955,5
Kansas,KS,Dwight D. Eisenhower,1956,4
Kansas,KS,Dwight D. Eisenhower,1957,3
Kansas,KS,Dwight D. Eisenhower,1958,1
Kansas,KS,Dwight D. Eisenhower,1959,14
Kansas,KS,Dwight D. Eisenhower,1960,6
Kansas,KS,Franklin D. Roosevelt,1934,4
Kansas,KS,Franklin D. Roosevelt,1936,17
Kansas,KS,Franklin D. Roosevelt,1937,3
Kansas,KS,Franklin D. Roosevelt,1938,5
Kansas,KS,Franklin D. Roosevelt,1940,2
Kansas,KS,Franklin D. Roosevelt,1943,1
Kansas,KS,Franklin D. Roosevelt,1944,1
Kansas,KS,George Bush,1989,15
Kansas,KS,George Bush,1990,16
Kansas,KS,George Bush,1991,6
Kansas,KS,George Bush,1992,5
Kansas,KS,George W. Bush,2001,3
Kansas,KS,George W. Bush,2002,6
Kansas,KS,George W. Bush,2003,5
Kansas,KS,George W. Bush,2004,11
Kansas,KS,George W. Bush,2005,3
Kansas,KS,George W. Bush,2006,23
Kansas,KS,George W. Bush,2007,9
Kansas,KS,George W. Bush,2008,8
Kansas,KS,Gerald R. Ford,1974,15
Kansas,KS,Gerald R. Ford,1975,41
Kansas,KS,Gerald R. Ford,1976,26
Kansas,KS,Herbert Hoover,1929,1
Kansas,KS,Herbert Hoover,1930,2
Kansas,KS,Herbert Hoover,1931,1
Kansas,KS,Herbert Hoover,1932,1
Kansas,KS,James Buchanan,1857,1
Kansas,KS,Jimmy Carter,1977,1
Kansas,KS,Jimmy Carter,1978,26
Kansas,KS,Jimmy Carter,1979,5
Kansas,KS,Jimmy Carter,1980,4
Kansas,KS,John F. Kennedy,1961,1
Kansas,KS,John F. Kennedy,1962,1
Kansas,KS,"Joseph R. Biden, Jr.",2021,20
Kansas,KS,"Joseph R. Biden, Jr.",2022,17
Kansas,KS,"Joseph R. Biden, Jr.",2023,8
Kansas,KS,"Joseph R. Biden, Jr.",2024,8
Kansas,KS,"Joseph R. Biden, Jr.",2025,1
Kansas,KS,Lyndon B. Johnson,1964,16
Kansas,KS,Lyndon B. Johnson,1965,4
Kansas,KS,Lyndon B. Johnson,1966,3
Kansas,KS,Lyndon B. Johnson,1967,3
Kansas,KS,Lyndon B. Johnson,1968,1
Kansas,KS,Richard Nixon,1969,1
Kansas,KS,Richard Nixon,1970,9
Kansas,KS,Richard Nixon,1971,1
Kansas,KS,Richard Nixon,1972,3
Kansas,KS,Richard Nixon,1973,1
Kansas,KS,Ronald Reagan,1964,2
Kansas,KS,Ronald Reagan,1981,2
Kansas,KS,Ronald Reagan,1982,16
Kansas,KS,Ronald Reagan,1983,9
Kansas,KS,Ronald Reagan,1984,4
Kansas,KS,Ronald Reagan,1985,1
Kansas,KS,Ronald Reagan,1986,6
Kansas,KS,Ronald Reagan,1987,3
Kansas,KS,Ronald Reagan,1988,5
Kansas,KS,Theodore Roosevelt,1903,1
Kansas,KS,Theodore Roosevelt,1905,3
Kansas,KS,Theodore Roosevelt,1910,5
Kansas,KS,Warren G. Harding,1923,7
Kansas,KS,William J. Clinton,1993,17
Kansas,KS,William J. Clinton,1994,27
Kansas,KS,William J. Clinton,1995,8
Kansas,KS,William J. Clinton,1996,17
Kansas,KS,William J. Clinton,1997,6
Kansas,KS,William J. Clinton,1998,4
Kansas,KS,William J. Clinton,1999,11
Kansas,KS,William J. Clinton,2000,8
Kansas,KS,Woodrow Wilson,1916,18
Kentucky,KY,Abraham Lincoln,1865,1
Kentucky,KY,Barack Obama,2010,5
Kentucky,KY,Barack Obama,2011,17
Kentucky,KY,Barack Obama,2012,12
Kentucky,KY,Barack Obama,2013,20
Kentucky,KY,Barack Obama,2014,8
Kentucky,KY,Barack Obama,2015,8
Kentucky,KY,Barack Obama,2016,6
Kentucky,KY,Barack Obama,2017,9
Kentucky,KY,Calvin Coolidge,1927,2
Kentucky,KY,Calvin Coolidge,1928,4
Kentucky,KY,Donald J. Trump (1st Term),2017,45
Kentucky,KY,Donald J. Trump (1st Term),2018,81
Kentucky,KY,Donald J. Trump (1st Term),2019,84
Kentucky,KY,Donald J. Trump (1st Term),2020,35
Kentucky,KY,Donald J. Trump (2nd Term),2025,13
Kentucky,KY,Donald J. Trump (2nd Term),2026,1
Kentucky,KY,Dwight D. Eisenhower,1954,4
Kentucky,KY,Dwight D. Eisenhower,1955,1
Kentucky,KY,Dwight D. Eisenhower,1956,12
Kentucky,KY,Dwight D. Eisenhower,1958,3
Kentucky,KY,Dwight D. Eisenhower,1959,4
Kentucky,KY,Franklin D. Roosevelt,1934,3
Kentucky,KY,Franklin D. Roosevelt,1935,1
Kentucky,KY,Franklin D. Roosevelt,1936,4
Kentucky,KY,Franklin D. Roosevelt,1937,1
Kentucky,KY,Franklin D. Roosevelt,1938,28
Kentucky,KY,Franklin D. Roosevelt,1939,1
Kentucky,KY,Franklin D. Roosevelt,1940,1
Kentucky,KY,Franklin D. Roosevelt,1941,1
Kentucky,KY,Franklin D. Roosevelt,1943,2
Kentucky,KY,Franklin D. Roosevelt,1944,1
Kentucky,KY,Franklin D. Roosevelt,1945,1
Kentucky,KY,George Bush,1989,11
Kentucky,KY,George Bush,1990,3
Kentucky,KY,George Bush,1991,11
Kentucky,KY,George Bush,1992,27
Kentucky,KY,George W. Bush,2001,2
Kentucky,KY,George W. Bush,2002,29
Kentucky,KY,George W. Bush,2003,35
Kentucky,KY,George W. Bush,2004,22
Kentucky,KY,George W. Bush,2005,16
Kentucky,KY,George W. Bush,2006,16
Kentucky,KY,George W. Bush,2007,9
Kentucky,KY,George W. Bush,2008,3
Kentucky,KY,George Washington,1790,2
Kentucky,KY,George Washington,1791,1
Kentucky,KY,Gerald R. Ford,1974,4
Kentucky,KY,Gerald R. Ford,1975,6
Kentucky,KY,Gerald R. Ford,1976,27
Kentucky,KY,Herbert Hoover,1930,3
Kentucky,KY,Jimmy Carter,1977,19
Kentucky,KY,Jimmy Carter,1978,3
Kentucky,KY,Jimmy Carter,1979,29
Kentucky,KY,Jimmy Carter,1980,14
Kentucky,KY,John F. Kennedy,1961,3
Kentucky,KY,John F. Kennedy,1962,19
Kentucky,KY,John F. Kennedy,1963,11
Kentucky,KY,"Joseph R. Biden, Jr.",2021,33
Kentucky,KY,"Joseph R. Biden, Jr.",2022,25
Kentucky,KY,"Joseph R. Biden, Jr.",2023,33
Kentucky,KY,"Joseph R. Biden, Jr.",2024,6
Kentucky,KY,"Joseph R. Biden, Jr.",2025,2
Kentucky,KY,Lyndon B. Johnson,1964,86
Kentucky,KY,Lyndon B. Johnson,1965,4
Kentucky,KY,Lyndon B. Johnson,1966,32
Kentucky,KY,Lyndon B. Johnson,1967,5
Kentucky,KY,Lyndon B. Johnson,1968,15
Kentucky,KY,Richard Nixon,1969,2
Kentucky,KY,Richard Nixon,1970,12
Kentucky,KY,Richard Nixon,1971,3
Kentucky,KY,Richard Nixon,1972,6
Kentucky,KY,Richard Nixon,1974,1
Kentucky,KY,Ronald Reagan,1982,5
Kentucky,KY,Ronald Reagan,1983,16
Kentucky,KY,Ronald Reagan,1984,10
Kentucky,KY,Ronald Reagan,1985,3
Kentucky,KY,Ronald Reagan,1986,1
Kentucky,KY,Ronald Reagan,1987,5
Kentucky,KY,Ronald Reagan,1988,3
Kentucky,KY,Theodore Roosevelt,1902,6
Kentucky,KY,Theodore Roosevelt,1903,2
Kentucky,KY,Theodore Roosevelt,1905,2
Kentucky,KY,William J. Clinton,1993,20
Kentucky,KY,William J. Clinton,1994,9
Kentucky,KY,William J. Clinton,1995,15
Kentucky,KY,William J. Clinton,1996,75
Kentucky,KY,William J. Clinton,1997,11
Kentucky,KY,William J. Clinton,1998,49
Kentucky,KY,William J. Clinton,1999,20
Kentucky,KY,William J. Clinton,2000,99
Kentucky,KY,William J. Clinton,2001,1
Louisiana,LA,Abraham Lincoln,1837,1
Louisiana,LA,Abraham Lincoln,1860,2
Louisiana,LA,Abraham Lincoln,1865,18
Louisiana,LA,Barack Obama,2009,20
Louisiana,LA,Barack Obama,2010,45
Louisiana,LA,Barack Obama,2011,3
Louisiana,LA,Barack Obama,2012,10
Louisiana,LA,Barack Obama,2013,10
Louisiana,LA,Barack Obama,2014,2
Louisiana,LA,Barack Obama,2015,12
Louisiana,LA,Barack Obama,2016,22
Louisiana,LA,Calvin Coolidge,1925,5
Louisiana,LA,Calvin Coolidge,1928,1
Louisiana,LA,Donald J. Trump (1st Term),2016,1
Louisiana,LA,Donald J. Trump (1st Term),2017,59
Louisiana,LA,Donald J. Trump (1st Term),2018,16
Louisiana,LA,Donald J. Trump (1st Term),2019,164
Louisiana,LA,Donald J. Trump (1st Term),2020,172
Louisiana,LA,Donald J. Trump (2nd Term),2025,63
Louisiana,LA,Donald J. Trump (2nd Term),2026,5
Louisiana,LA,Dwight D. Eisenhower,1953,3
Louisiana,LA,Dwight D. Eisenhower,1954,1
Louisiana,LA,Dwight D. Eisenhower,1955,2
Louisiana,LA,Dwight D. Eisenhower,1958,1
Louisiana,LA,Franklin D. Roosevelt,1934,1
Louisiana,LA,Franklin D. Roosevelt,1935,2
Louisiana,LA,Franklin D. Roosevelt,1936,2
Louisiana,LA,Franklin D. Roosevelt,1937,1
Louisiana,LA,Franklin D. Roosevelt,1939,1
Louisiana,LA,Franklin D. Roosevelt,1940,3
Louisiana,LA,Franklin D. Roosevelt,1941,2
Louisiana,LA,Franklin D. Roosevelt,1944,1
Louisiana,LA,George Bush,1989,5
Louisiana,LA,George Bush,1990,3
Louisiana,LA,George Bush,1991,29
Louisiana,LA,George Bush,1992,78
Louisiana,LA,George W. Bush,2001,33
Louisiana,LA,George W. Bush,2002,43
Louisiana,LA,George W. Bush,2003,6
Louisiana,LA,George W. Bush,2004,21
Louisiana,LA,George W. Bush,2005,86
Louisiana,LA,George W. Bush,2006,56
Louisiana,LA,George W. Bush,2007,28
Louisiana,LA,George W. Bush,2008,50
Louisiana,LA,Gerald R. Ford,1974,1
Louisiana,LA,Gerald R. Ford,1975,18
Louisiana,LA,Gerald R. Ford,1976,39
Louisiana,LA,Herbert Hoover,1929,1
Louisiana,LA,Herbert Hoover,1931,2
Louisiana,LA,James K. Polk,1845,1
Louisiana,LA,James Monroe,1821,1
Louisiana,LA,Jimmy Carter,1977,23
Louisiana,LA,Jimmy Carter,1978,14
Louisiana,LA,Jimmy Carter,1979,5
Louisiana,LA,Jimmy Carter,1980,27
Louisiana,LA,John F. Kennedy,1961,2
Louisiana,LA,John F. Kennedy,1962,7
Louisiana,LA,"Joseph R. Biden, Jr.",2020,3
Louisiana,LA,"Joseph R. Biden, Jr.",2021,80
Louisiana,LA,"Joseph R. Biden, Jr.",2022,16
Louisiana,LA,"Joseph R. Biden, Jr.",2023,23
Louisiana,LA,"Joseph R. Biden, Jr.",2024,8
Louisiana,LA,"Joseph R. Biden, Jr.",2025,5
Louisiana,LA,Lyndon B. Johnson,1964,26
Louisiana,LA,Lyndon B. Johnson,1965,4
Louisiana,LA,Lyndon B. Johnson,1966,6
Louisiana,LA,Lyndon B. Johnson,1967,12
Louisiana,LA,Lyndon B. Johnson,1968,3
Louisiana,LA,Richard Nixon,1970,2
Louisiana,LA,Richard Nixon,1971,9
Louisiana,LA,Richard Nixon,1973,9
Louisiana,LA,Richard Nixon,1974,1
Louisiana,LA,Ronald Reagan,1981,2
Louisiana,LA,Ronald Reagan,1982,5
Louisiana,LA,Ronald Reagan,1983,15
Louisiana,LA,Ronald Reagan,1984,2
Louisiana,LA,Ronald Reagan,1985,5
Louisiana,LA,Ronald Reagan,1986,52
Louisiana,LA,Ronald Reagan,1987,4
Louisiana,LA,Ronald Reagan,1988,2
Louisiana,LA,Theodore Roosevelt,1902,1
Louisiana,LA,Theodore Roosevelt,1903,2
Louisiana,LA,Theodore Roosevelt,1905,12
Louisiana,LA,Thomas Jefferson,1805,1
Louisiana,LA,William Howard Taft,1909,5
Louisiana,LA,William Howard Taft,1910,1
Louisiana,LA,William J. Clinton,1992,1
Louisiana,LA,William J. Clinton,1993,68
Louisiana,LA,William J. Clinton,1994,12
Louisiana,LA,William J. Clinton,1995,13
Louisiana,LA,William J. Clinton,1996,53
Louisiana,LA,William J. Clinton,1997,15
Louisiana,LA,William J. Clinton,1998,15
Louisiana,LA,William J. Clinton,1999,26
Louisiana,LA,William J. Clinton,2000,32
Louisiana,LA,William J. Clinton,2001,1
Maine,ME,Barack Obama,2004,1
Maine,ME,Barack Obama,2009,12
Maine,ME,Barack Obama,2010,18
Maine,ME,Barack Obama,2011,2
Maine,ME,Barack Obama,2012,13
Maine,ME,Barack Obama,2013,2
Maine,ME,Barack Obama,2014,23
Maine,ME,Barack Obama,2015,3
Maine,ME,Barack Obama,2016,5
Maine,ME,Calvin Coolidge,1923,1
Maine,ME,Calvin Coolidge,1924,1
Maine,ME,Donald J. Trump (1st Term),2017,13
Maine,ME,Donald J. Trump (1st Term),2018,14
Maine,ME,Donald J. Trump (1st Term),2019,21
Maine,ME,Donald J. Trump (1st Term),2020,105
Maine,ME,Donald J. Trump (2nd Term),2025,20
Maine,ME,Donald J. Trump (2nd Term),2026,1
Maine,ME,Dwight D. Eisenhower,1953,15
Maine,ME,Dwight D. Eisenhower,1954,22
Maine,ME,Dwight D. Eisenhower,1955,14
Maine,ME,Dwight D. Eisenhower,1956,10
Maine,ME,Dwight D. Eisenhower,1958,1
Maine,ME,Dwight D. Eisenhower,1959,2
Maine,ME,Franklin D. Roosevelt,1934,1
Maine,ME,Franklin D. Roosevelt,1935,1
Maine,ME,Franklin D. Roosevelt,1936,2
Maine,ME,Franklin D. Roosevelt,1937,1
Maine,ME,Franklin D. Roosevelt,1938,4
Maine,ME,Franklin D. Roosevelt,1939,3
Maine,ME,Franklin D. Roosevelt,1940,3
Maine,ME,Franklin D. Roosevelt,1941,1
Maine,ME,Franklin D. Roosevelt,1944,3
Maine,ME,Franklin D. Roosevelt,1945,1
Maine,ME,George Bush,1989,41
Maine,ME,George Bush,1990,22
Maine,ME,George Bush,1991,30
Maine,ME,George Bush,1992,12
Maine,ME,George Bush,1993,1
Maine,ME,George W. Bush,2001,20
Maine,ME,George W. Bush,2002,38
Maine,ME,George W. Bush,2003,2
Maine,ME,George W. Bush,2004,13
Maine,ME,George W. Bush,2005,1
Maine,ME,George W. Bush,2007,6
Maine,ME,George W. Bush,2008,1
Maine,ME,Gerald R. Ford,1974,1
Maine,ME,Gerald R. Ford,1975,36
Maine,ME,Gerald R. Ford,1976,11
Maine,ME,Herbert Hoover,1931,1
Maine,ME,Jimmy Carter,1977,7
Maine,ME,Jimmy Carter,1978,82
Maine,ME,Jimmy Carter,1979,4
Maine,ME,Jimmy Carter,1980,46
Maine,ME,John F. Kennedy,1961,2
Maine,ME,John F. Kennedy,1962,8
Maine,ME,John F. Kennedy,1963,5
Maine,ME,"Joseph R. Biden, Jr.",2021,16
Maine,ME,"Joseph R. Biden, Jr.",2022,11
Maine,ME,"Joseph R. Biden, Jr.",2023,38
Maine,ME,"Joseph R. Biden, Jr.",2024,2
Maine,ME,Lyndon B. Johnson,1964,39
Maine,ME,Lyndon B. Johnson,1965,4
Maine,ME,Lyndon B. Johnson,1966,27
Maine,ME,Lyndon B. Johnson,1967,2
Maine,ME,Lyndon B. Johnson,1968,3
Maine,ME,Richard Nixon,1970,1
Maine,ME,Richard Nixon,1971,25
Maine,ME,Richard Nixon,1972,7
Maine,ME,Richard Nixon,1973,2
Maine,ME,Richard Nixon,1974,1
Maine,ME,Ronald Reagan,1981,1
Maine,ME,Ronald Reagan,1982,5
Maine,ME,Ronald Reagan,1983,7
Maine,ME,Ronald Reagan,1984,17
Maine,ME,Ronald Reagan,1985,5
Maine,ME,Ronald Reagan,1986,4
Maine,ME,Ronald Reagan,1987,1
Maine,ME,Ronald Reagan,1988,3
Maine,ME,Theodore Roosevelt,1902,14
Maine,ME,Theodore Roosevelt,1903,1
Maine,ME,Theodore Roosevelt,1905,3
Maine,ME,William Howard Taft,1909,2
Maine,ME,William J. Clinton,1993,24
Maine,ME,William J. Clinton,1994,23
Maine,ME,William J. Clinton,1995,16
Maine,ME,William J. Clinton,1996,27
Maine,ME,William J. Clinton,1997,17
Maine,ME,William J. Clinton,1998,3
Maine,ME,William J. Clinton,1999,8
Maine,ME,William J. Clinton,2000,17
Maine,ME,Woodrow Wilson,1916,1
Maryland,MD,Abraham Lincoln,1864,2
Maryland,MD,Abraham Lincoln,1865,1
Maryland,MD,Andrew Johnson,1866,1
Maryland,MD,Barack Obama,2009,20
Maryland,MD,Barack Obama,2010,31
Maryland,MD,Barack Obama,2011,19
Maryland,MD,Barack Obama,2012,20
Maryland,MD,Barack Obama,2013,29
Maryland,MD,Barack Obama,2014,42
Maryland,MD,Barack Obama,2015,13
Maryland,MD,Barack Obama,2016,6
Maryland,MD,Calvin Coolidge,1924,1
Maryland,MD,Calvin Coolidge,1925,1
Maryland,MD,Calvin Coolidge,1926,2
Maryland,MD,Calvin Coolidge,1927,1
Maryland,MD,Calvin Coolidge,1928,1
Maryland,MD,Donald J. Trump (1st Term),2017,9
Maryland,MD,Donald J. Trump (1st Term),2018,14
Maryland,MD,Donald J. Trump (1st Term),2019,30
Maryland,MD,Donald J. Trump (1st Term),2020,48
Maryland,MD,Donald J. Trump (1st Term),2024,1
Maryland,MD,Donald J. Trump (2nd Term),2025,29
Maryland,MD,Donald J. Trump (2nd Term),2026,1
Maryland,MD,Dwight D. Eisenhower,1956,3
Maryland,MD,Dwight D. Eisenhower,1957,1
Maryland,MD,Dwight D. Eisenhower,1960,1
Maryland,MD,Franklin D. Roosevelt,1933,2
Maryland,MD,Franklin D. Roosevelt,1936,1
Maryland,MD,Franklin D. Roosevelt,1938,16
Maryland,MD,Franklin D. Roosevelt,1940,3
Maryland,MD,Franklin D. Roosevelt,1941,1
Maryland,MD,Franklin D. Roosevelt,1942,1
Maryland,MD,George Bush,1989,4
Maryland,MD,George Bush,1990,4
Maryland,MD,George Bush,1991,9
Maryland,MD,George Bush,1992,14
Maryland,MD,George W. Bush,2001,6
Maryland,MD,George W. Bush,2002,14
Maryland,MD,George W. Bush,2003,14
Maryland,MD,George W. Bush,2004,20
Maryland,MD,George W. Bush,2005,67
Maryland,MD,George W. Bush,2006,37
Maryland,MD,George W. Bush,2007,12
Maryland,MD,George W. Bush,2008,9
Maryland,MD,George Washington,1794,1
Maryland,MD,Gerald R. Ford,1974,2
Maryland,MD,Gerald R. Ford,1975,5
Maryland,MD,Gerald R. Ford,1976,17
Maryland,MD,Herbert Hoover,1930,4
Maryland,MD,Herbert Hoover,1932,11
Maryland,MD,Jimmy Carter,1977,6
Maryland,MD,Jimmy Carter,1978,13
Maryland,MD,Jimmy Carter,1979,5
Maryland,MD,Jimmy Carter,1980,5
Maryland,MD,Jimmy Carter,1981,1
Maryland,MD,John F. Kennedy,1961,2
Maryland,MD,John F. Kennedy,1962,5
Maryland,MD,John F. Kennedy,1963,7
Maryland,MD,"Joseph R. Biden, Jr.",2021,28
Maryland,MD,"Joseph R. Biden, Jr.",2022,25
Maryland,MD,"Joseph R. Biden, Jr.",2023,46
Maryland,MD,"Joseph R. Biden, Jr.",2024,40
Maryland,MD,"Joseph R. Biden, Jr.",2025,1
Maryland,MD,Lyndon B. Johnson,1964,32
Maryland,MD,Lyndon B. Johnson,1965,6
Maryland,MD,Lyndon B. Johnson,1966,8
Maryland,MD,Lyndon B. Johnson,1967,1
Maryland,MD,Lyndon B. Johnson,1968,2
Maryland,MD,Richard Nixon,1969,3
Maryland,MD,Richard Nixon,1970,1
Maryland,MD,Richard Nixon,1971,6
Maryland,MD,Richard Nixon,1972,5
Maryland,MD,Ronald Reagan,1981,4
Maryland,MD,Ronald Reagan,1982,2
Maryland,MD,Ronald Reagan,1983,7
Maryland,MD,Ronald Reagan,1984,2
Maryland,MD,Ronald Reagan,1985,1
Maryland,MD,Ronald Reagan,1986,10
